"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M","C16001_014E","C16001_014M","C16001_015E","C16001_015M","C16001_016E","C16001_016M","C16001_017E","C16001_017M","C16001_018E","C16001_018M","C16001_019E","C16001_019M","C16001_020E","C16001_020M","C16001_021E","C16001_021M","C16001_022E","C16001_022M","C16001_023E","C16001_023M","C16001_024E","C16001_024M","C16001_025E","C16001_025M","C16001_026E","C16001_026M","C16001_027E","C16001_027M","C16001_028E","C16001_028M","C16001_029E","C16001_029M","C16001_030E","C16001_030M","C16001_031E","C16001_031M","C16001_032E","C16001_032M","C16001_033E","C16001_033M","C16001_034E","C16001_034M","C16001_035E","C16001_035M","C16001_036E","C16001_036M","C16001_037E","C16001_037M","C16001_038E","C16001_038M"
"0500000US06019","Fresno County, California","911352","266","513808","9575","310174","9188","180747","8174","129427","6732","1604","1848","866","984","738","897","1550","722","1439","685","111","133","899","568","620","412","279","334","24529","4248","10811","2289","13718","2995","836","704","271","308","565","435","4903","2039","1795","638","3108","1861","2544","1137","604","357","1940","932","5526","2055","4210","1879","1316","712","41590","4854","24061","3222","17529","2947","1704","876","1208","692","496","402","1685","1207","1133","1010","552","507"
"0500000US06029","Kern County, California","822741","439","458013","10013","322521","9196","191923","7583","130598","7325","1343","542","1123","474","220","229","205","168","205","168","0","210","719","512","216","193","503","482","10817","3630","5226","2001","5591","2453","1396","1145","1019","1043","377","426","3040","1609","1314","670","1726","1240","1100","859","538","452","562","700","11846","3155","8330","2801","3516","1419","5920","2195","4094","1404","1826","1076","4348","2271","3086","1809","1262","750","1473","745","1041","618","432","281"
"0500000US06037","Los Angeles County, California","9545528","*****","4112214","28508","3763551","20078","2271477","19945","1492074","17995","45840","5696","38405","5125","7435","1739","25515","3036","22941","2741","2574","862","65905","6629","38503","4017","27402","3844","372228","15310","220902","11551","151326","8361","174786","8389","68935","4613","105851","6614","390529","11343","157763","7908","232766","10327","87313","8949","35155","4091","52158","6064","233330","13001","164743","10359","68587","5796","170799","10906","93678","6204","77121","7020","44300","6928","28636","4942","15664","3728","59218","6548","46576","5424","12642","2548"
"0500000US06041","Marin County, California","248828","342","191717","4908","30947","2923","15833","2590","15114","2785","2648","1104","1906","922","742","586","3063","1000","2958","966","105","129","1676","783","889","536","787","620","8740","1994","7062","1742","1678","787","753","627","440","387","313","334","2994","1109","1911","741","1083","878","374","234","204","175","170","170","1386","754","1000","620","386","378","1720","809","1366","721","354","263","663","590","213","247","450","520","2147","1181","1766","972","381","360"
"0500000US06053","Monterey County, California","406545","345","182020","6657","198578","6547","92897","4905","105681","6293","615","404","573","395","42","71","2012","757","1768","743","244","183","1748","826","1334","672","414","298","5307","1613","4360","1305","947","518","1773","1150","1141","793","632","422","2392","1509","742","466","1650","1224","1145","774","304","242","841","707","5920","1636","3824","1409","2096","778","2613","897","1815","644","798","420","1500","988","666","492","834","609","922","523","516","445","406","311"
"0500000US06055","Napa County, California","133938","5","86118","2900","36663","2296","20628","2101","16035","2124","278","180","190","139","88","83","484","448","484","448","0","210","395","378","395","378","0","210","2884","1355","2367","1190","517","373","267","240","246","238","21","35","637","484","262","231","375","353","490","383","297","255","193","159","3683","1053","2485","913","1198","450","1499","1016","1028","716","471","412","259","387","259","387","0","210","281","300","281","300","0","210"
"0500000US06059","Orange County, California","3003239","306","1622972","16340","762003","11904","444170","11807","317833","8726","8364","1778","6875","1591","1489","804","11946","2123","10816","2072","1130","479","13945","3148","9667","2470","4278","1354","95391","8341","68832","6406","26559","3547","75337","8153","35850","4487","39487","5568","85861","6999","46799","4864","39062","4204","192440","9515","77542","6101","114898","6611","50204","6180","36278","4884","13926","2477","55614","8573","36849","5849","18765","4868","22387","5641","15523","4193","6864","2218","6775","2130","4614","1318","2161","1475"
"0500000US06061","Placer County, California","365842","5","312030","5959","21885","3997","14564","3085","7321","2046","1393","554","1153","515","240","230","1425","672","1189","608","236","188","3483","1418","2458","1023","1025","598","10156","2326","7797","1985","2359","936","647","696","490","688","157","147","3764","1115","2082","769","1682","772","785","440","639","393","146","153","5627","2306","3782","1885","1845","835","2250","1026","1534","743","716","486","1380","834","1030","586","350","311","1017","692","874","670","143","171"
"0500000US06065","Riverside County, California","2264417","394","1343253","18260","771498","16461","480278","14587","291220","7431","7111","2073","6573","1995","538","343","4908","1043","4121","1017","787","350","2410","907","1978","822","432","292","26049","4994","18993","3386","7056","2270","8415","3624","4378","2636","4037","1594","20369","3373","8767","1823","11602","2726","14013","2909","5750","1564","8263","1854","35575","4364","22702","2982","12873","2381","17851","3509","10730","2284","7121","2039","9065","3132","4989","1959","4076","1753","3900","1590","2728","955","1172","934"
"0500000US06067","Sacramento County, California","1431361","*****","959889","13931","197625","9605","122748","7533","74877","5762","3088","1149","2650","1092","438","287","4351","1403","3776","1356","575","324","44711","6570","24636","4729","20075","3249","64343","7503","39798","5970","24545","3605","4951","1437","2163","917","2788","1017","39912","4771","13686","2195","26226","3673","22302","3731","8491","2124","13811","2648","26615","3810","19362","3142","7253","1818","51144","6081","31811","4305","19333","3055","8535","2741","5866","1956","2669","1207","3895","1369","2779","968","1116","667"
"0500000US06071","San Bernardino County, California","2003368","267","1184259","16228","680093","17112","455878","15081","224215","9573","1985","748","1762","710","223","209","3496","1100","3107","1023","389","365","1964","710","1266","527","698","379","22236","4652","16327","4541","5909","1512","10252","2512","2968","969","7284","2044","30376","4559","10665","2329","19711","3671","10076","2577","3479","1368","6597","1729","25144","4219","18779","3868","6365","1788","18449","3444","11332","2301","7117","1980","10523","3500","7507","3082","3016","1200","4515","1484","3777","1306","738","430"
"0500000US34017","Hudson County, New Jersey","644282","195","265870","7711","243495","4801","134464","5356","109031","4534","8492","2496","6066","2140","2426","1127","1244","593","1033","537","211","159","7082","1788","4428","1232","2654","966","53050","4860","35429","3931","17621","3271","3525","1415","1790","628","1735","968","18205","3253","9753","1763","8452","2294","3162","1771","2129","1287","1033","581","13122","2081","9191","1620","3931","1318","10893","2011","8177","1674","2716","933","14029","2923","7813","1826","6216","1589","2113","863","1438","709","675","402"
"0500000US34021","Mercer County, New Jersey","353854","*****","247462","5884","51282","2756","23103","2463","28179","3302","5679","3050","4158","2591","1521","861","1369","730","1173","698","196","238","6336","2158","3056","1224","3280","1274","17472","3153","13621","2556","3851","1390","2501","1104","1191","584","1310","655","8684","2281","5054","1510","3630","1320","575","673","272","408","303","380","911","494","751","422","160","185","7392","2299","5913","1918","1479","1009","189","180","189","180","0","206","4002","1861","2025","838","1977","1392"
"0500000US34023","Middlesex County, New Jersey","794934","143","443843","7985","132683","4794","78148","4815","54535","3267","2502","1274","2063","1149","439","305","945","500","732","446","213","229","18956","2922","9917","2010","9039","2199","102427","6536","74597","5386","27830","2898","5375","1776","2718","1201","2657","1059","20987","3262","11267","2091","9720","1768","1907","1157","1079","783","828","566","10147","2011","7445","1500","2702","1167","34644","3983","29093","3884","5551","1306","8983","2438","6912","1973","2071","829","11535","2803","10223","2627","1312","630"
"0500000US34025","Monmouth County, New Jersey","595258","206","490149","6571","42488","3635","24674","3053","17814","2423","3805","1678","2619","1273","1186","713","2529","1275","2364","1271","165","167","8060","2629","5955","1955","2105","1140","23643","3219","16587","2568","7056","2397","1165","812","366","338","799","513","8839","1865","5110","1341","3729","1161","538","409","248","246","290","238","4075","1384","2808","1205","1267","582","2246","992","1760","872","486","455","5036","2304","3857","1836","1179","644","2685","1436","1934","1165","751","502"
"0500000US34027","Morris County, New Jersey","474583","507","355060","6145","54351","4100","30913","3603","23438","3497","2931","1261","2189","882","742","671","1981","833","1623","751","358","266","7821","2137","5107","1509","2714","991","25988","3706","19329","2744","6659","1773","1211","615","488","345","723","478","9477","1929","6311","1474","3166","808","407","299","217","173","190","220","3858","1764","3450","1667","408","306","7888","2540","5398","1694","2490","1757","2092","1365","1738","1243","354","309","1518","911","1290","845","228","299"
"0500000US34029","Ocean County, New Jersey","556196","6","481040","5751","38033","2950","26230","2918","11803","2300","2505","1677","2398","1646","107","149","6568","2287","5851","2162","717","433","3913","1370","2198","918","1715","707","10590","2684","7532","2099","3058","1115","749","601","554","471","195","223","1013","870","501","353","512","604","1292","1572","1203","1569","89","154","2884","1022","2085","790","799","581","585","387","296","252","289","266","292","481","292","481","0","206","6732","2911","5935","2852","797","488"
"0500000US34031","Passaic County, New Jersey","478030","273","238243","7526","178175","3692","96955","4929","81220","4878","913","607","791","565","122","165","1381","645","1136","557","245","382","10905","2864","7146","2186","3759","1202","24568","4799","16441","3687","8127","2463","1349","834","801","539","548","382","2101","1152","1303","761","798","551","150","183","97","157","53","95","2725","1152","1854","901","871","524","6244","2374","4014","1995","2230","716","8569","2908","5229","2158","3340","1383","2707","1791","2459","1748","248","246"
"0500000US34035","Somerset County, New Jersey","318272","*****","222158","4896","37423","2818","22768","2412","14655","2376","1632","1003","1368","912","264","272","896","757","896","757","0","206","5520","1777","3750","1090","1770","1014","16941","3029","13461","2330","3480","1270","2040","1279","1614","1209","426","340","13058","2937","7762","2149","5296","1638","97","158","0","206","97","158","3487","2167","1695","825","1792","1834","11564","3008","10008","2590","1556","777","1713","1373","1139","981","574","646","1743","1178","1001","730","742","881"
"0500000US34039","Union County, New Jersey","528815","138","297469","8025","154532","4752","81144","5757","73388","4850","16825","3879","11534","3318","5291","1576","539","376","347","264","192","276","9176","2444","5500","1822","3676","1388","28742","3203","17372","2649","11370","1947","772","459","317","321","455","303","4728","1338","2542","850","2186","909","1174","1155","744","835","430","528","4116","1176","3155","1024","961","440","2904","1157","2176","752","728","650","3946","2319","2715","1838","1231","1035","3892","1752","3437","1557","455","458"
"0500000US35001","Bernalillo County, New Mexico","637629","*****","463875","9969","138846","8395","102328","7430","36518","4393","1772","852","1464","671","308","282","2195","742","2091","731","104","126","910","590","847","583","63","104","4308","1658","3201","1286","1107","838","1118","786","634","446","484","445","4533","1425","2792","1041","1741","765","1580","909","463","418","1117","719","1332","869","1296","875","36","53","1769","812","1205","647","564","448","576","418","503","387","73","93","14815","2902","13149","2643","1666","950"
"0500000US36001","Albany County, New York","293867","121","253222","3580","9816","2112","6640","1477","3176","1290","2228","797","1615","615","613","472","591","269","591","269","0","200","2498","1158","1621","842","877","503","11671","3425","7201","2056","4470","1910","1438","984","1124","770","314","314","4369","1662","2057","969","2312","1086","169","295","72","131","97","166","1012","672","843","605","169","219","3175","1340","2043","1042","1132","729","1940","1071","1155","703","785","709","1738","753","1317","666","421","334"
"0500000US36005","Bronx County, New York","1365209","288","546563","11022","654972","7984","366549","8588","288423","9855","21248","4110","12048","2687","9200","2321","1626","728","1278","644","348","319","6106","1825","2708","844","3398","1383","45605","3959","21646","3411","23959","2880","2206","1202","785","679","1421","769","8043","2635","3583","2086","4460","1520","3756","1793","1267","722","2489","1246","5097","1757","2736","1198","2361","1241","3564","1815","1797","1010","1767","892","7608","3390","3930","2320","3678","1666","58815","7240","40561","5322","18254","3930"
"0500000US36007","Broome County, New York","183463","524","167421","2860","3341","865","1871","500","1470","842","764","523","734","508","30","51","198","205","97","116","101","165","3023","1670","2670","1550","353","282","2122","813","1336","473","786","584","680","451","398","253","282","331","2457","780","1541","545","916","496","1489","1179","766","810","723","455","166","218","166","218","0","200","775","415","494","313","281","250","157","168","117","110","40","69","870","583","870","583","0","200"
"0500000US36027","Dutchess County, New York","281924","*****","235517","4155","22629","2550","14573","2393","8056","2328","1469","707","1303","671","166","300","1480","554","1365","546","115","145","1723","857","1312","815","411","308","8011","2184","5501","1707","2510","919","1909","934","1096","547","813","468","2915","1070","1828","725","1087","530","332","364","113","142","219","275","588","420","431","290","157","248","1259","660","980","554","279","225","1791","1159","1513","1052","278","373","2301","1129","2165","1129","136","146"
"0500000US36029","Erie County, New York","874479","292","778637","6014","33898","3429","23576","3077","10322","1889","3059","1030","2758","938","301","236","2664","670","2317","650","347","281","7364","1796","5728","1515","1636","818","17532","2822","11282","1963","6250","1802","1903","938","1027","602","876","491","5598","1464","2954","1136","2644","972","2129","1073","710","473","1419","771","485","349","328","254","157","236","5252","1960","2417","1094","2835","1195","10458","3657","6610","2754","3848","1943","5500","1893","3069","1292","2431","1185"
"0500000US36047","Kings County, New York","2455361","403","1349018","15871","380509","7690","217248","8908","163261","7162","81783","6844","50468","5082","31315","3689","88587","8771","64892","8124","23695","3656","144397","7495","49678","4229","94719","5714","94349","9481","53489","5841","40860","5385","6211","1892","3351","1206","2860","1427","184988","7261","55920","3416","129068","6105","2781","1216","1041","568","1740","932","4290","1268","3123","1004","1167","555","22853","3872","11931","2230","10922","2848","39676","6526","22113","5199","17563","3375","55919","6650","41484","5605","14435","2526"
"0500000US36055","Monroe County, New York","706142","200","610139","4917","40572","3013","24504","2746","16068","2249","4283","1762","2711","1085","1572","1291","2338","759","2041","669","297","244","7454","2175","4349","1414","3105","1251","15802","2508","10701","2060","5101","1354","644","378","469","306","175","164","4685","1617","1926","768","2759","1193","2039","1385","1188","859","851","590","1225","686","829","458","396","366","9211","2728","4758","1626","4453","1680","1443","975","960","810","483","653","6307","2041","3243","1441","3064","1430"
"0500000US36059","Nassau County, New York","1295078","225","925497","11149","169409","6884","82607","4949","86802","6407","20133","3498","15005","2968","5128","1370","4144","1117","3150","876","994","728","18498","3558","13646","3109","4852","1206","79041","6064","57177","4844","21864","2781","9985","2073","5486","1341","4499","1117","28052","3864","13778","2124","14274","2727","1224","783","445","330","779","605","5543","1474","4357","1321","1186","483","15961","2879","10779","2220","5182","1148","2529","1057","1776","873","753","486","15062","4341","13051","3932","2011","780"
"0500000US36061","New York County, New York","1584704","128","953656","14072","348249","9025","203693","8573","144556","8214","37326","4837","30281","4217","7045","1989","10861","2813","10468","2726","393","348","19954","3751","14483","3070","5471","1650","54627","7315","45606","6816","9021","2333","13479","2942","9650","2067","3829","1725","97123","6306","35762","4737","61361","5966","1243","827","1186","823","57","92","5037","1878","4126","1786","911","454","16481","3791","10058","2176","6423","2650","3268","1341","2202","908","1066","868","23400","4476","19744","4280","3656","1300"
"0500000US36065","Oneida County, New York","217830","665","188120","3001","9174","1518","6907","1434","2267","636","1111","809","654","444","457","438","475","390","346","333","129","157","5467","1873","3846","1618","1621","615","3035","1439","1435","543","1600","1198","1512","1244","1097","804","415","505","950","789","123","105","827","775","579","625","131","165","448","480","277","283","108","128","169","253","4018","1490","1349","804","2669","1182","1837","1449","1059","1007","778","653","1275","1241","1119","1233","156","182"
"0500000US36067","Onondaga County, New York","439033","299","391779","3511","13908","1508","10418","1413","3490","759","2234","719","1911","680","323","272","1225","680","1070","635","155","159","4150","1299","1874","703","2276","784","5254","1289","3511","993","1743","713","292","244","246","188","46","90","4451","1090","2571","828","1880","685","2755","1191","966","609","1789","836","392","325","330","291","62","99","4269","1525","1501","621","2768","1324","4725","1649","3049","1140","1676","948","3599","1671","2404","1094","1195","1141"
"0500000US36071","Orange County, New York","357403","424","270282","4563","48211","3297","32233","3133","15978","2633","2088","848","1533","698","555","343","20001","2521","7636","1233","12365","2127","2597","1005","2284","1011","313","202","6143","2038","5153","1914","990","502","706","541","649","536","57","79","3047","1304","1367","762","1680","694","215","200","0","200","215","200","1428","729","1359","737","69","104","1088","645","907","528","181","167","585","731","419","505","166","245","1012","710","533","474","479","484"
"0500000US36081","Queens County, New York","2212772","498","980570","14006","520216","7541","248631","8662","271585","9015","36616","5360","23917","4073","12699","2785","8507","1678","6009","1254","2498","935","70007","6578","40886","5041","29121","3589","228046","13358","121016","8359","107030","9229","43202","4928","14060","2152","29142","3631","221263","8646","56387","4218","164876","7664","3853","1563","1653","704","2200","1106","32120","4178","21043","3107","11077","2398","38007","4884","18634","2870","19373","3506","11026","2607","6808","1790","4218","1265","19339","3522","14164","2951","5175","1388"
"0500000US36085","Richmond County, New York","452076","5","297175","8422","54059","5082","37714","4469","16345","2915","1472","909","1250","765","222","263","818","444","641","386","177","217","27160","4126","15494","2588","11666","2471","27426","4299","18478","3466","8948","2055","3370","1565","1320","936","2050","972","20405","3107","6862","1688","13543","2331","992","1115","464","592","528","559","2568","1073","1994","932","574","326","4920","1928","3313","1469","1607","841","6416","2354","4754","2045","1662","841","5295","2214","4913","2130","382","368"
"0500000US36087","Rockland County, New York","303954","782","186136","6149","41547","2675","24114","2587","17433","2268","14411","3004","8850","2268","5561","1429","30289","4340","14290","3002","15999","2937","6924","2587","3610","1553","3314","1285","8975","2289","6940","1992","2035","683","1621","762","515","462","1106","534","1380","755","680","495","700","424","184","218","0","200","184","218","3382","1396","2811","1264","571","359","5117","1365","3095","967","2022","879","411","413","267","294","144","178","3577","1090","2554","923","1023","544"
"0500000US36091","Saratoga County, New York","218529","370","202627","1996","4306","857","3227","703","1079","512","291","227","230","198","61","72","423","301","423","301","0","200","2467","1284","1551","995","916","801","1927","926","1587","694","340","310","982","884","704","638","278","276","2123","697","1251","518","872","556","0","200","0","200","0","200","933","965","904","965","29","54","724","769","724","769","0","200","0","200","0","200","0","200","1726","1400","1139","845","587","632"
"0500000US36103","Suffolk County, New York","1413420","216","1090066","11311","205413","9261","122091","7340","83322","6363","13065","3492","9899","2742","3166","1501","5791","1235","5125","1270","666","316","13407","3111","9683","2597","3724","1133","44566","4718","33039","3977","11527","1770","4609","1597","1843","838","2766","1043","13816","2689","7583","1713","6233","1631","604","546","152","154","452","459","3139","1054","2465","933","674","368","9027","2635","6205","1969","2822","988","3512","1983","2362","1827","1150","826","6405","2124","6228","2115","177","141"
"0500000US36119","Westchester County, New York","924972","154","606264","8472","188880","4281","97911","4780","90969","4739","14436","3113","10545","2857","3891","1357","6285","1997","5312","1648","973","797","5669","1773","3344","1150","2325","1057","50268","6602","33767","4971","16501","2669","3762","1333","1680","830","2082","764","9248","1928","5483","1459","3765","1162","1687","1706","603","459","1084","1396","5641","1563","3948","1201","1693","817","14678","3410","7462","1897","7216","2344","7282","3231","5026","2625","2256","1106","10872","2435","8517","2463","2355","819"
